23X_15q26_overgrowth_r1.1.txt
chr_bin: Chr2-no centromere, path_name: Path3, segment_chr: Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 
chr_bin: Chr2-no centromere, path_name: Path4, segment_chr: Chr2 Chr2 Chr2 
chr_bin: Chr13-multiple centromere: Chr13 Chr13 , path_name: Path25, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr15-no centromere, path_name: Path28, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path29, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
(Chr2, 241879153, 242175920, arm_region, 8+)
(Chr6, 67566181, 71789830, arm_region, 33+)
(Chr6, 67564232, 67566180, arm_region, 33+)
(Chr6, 135433345, 135491218, arm_region, 37+)
(Chr6, 135151612, 135425964, arm_region, 36+)
(Chr6, 132589795, 135151611, arm_region, 36+)
(Chr6, 132587517, 132589794, arm_region, 36+)
(Chr6, 125754834, 132568487, arm_region, 35+)
(Chr8, 103808489, 103829932, arm_region, 49+)
(Chr8, 103780962, 103808488, arm_region, 49+)
(Chr8, 100011966, 103780961, arm_region, 49+)
(Chr8, 100009468, 100011965, arm_region, 49+)
(Chr8, 145074240, 145078635, arm_region, 51+)
(Chr8, 142772668, 145074239, arm_region, 51+)
(Chr8, 100011966, 103780961, arm_region, 41+)
(Chr12, 69245505, 69245754, arm_region, 60+)
(Chr12, 66619131, 69245504, arm_region, 60+)
(Chr12, 133263961, 133265308, arm_region, 64+)
(Chr12, 124294638, 133263960, arm_region, 64+)
(Chr12, 124293921, 124294637, arm_region, 64+)
(Chr12, 124180785, 124293920, arm_region, 64+)
(Chr12, 66619131, 69245504, arm_region, 49+)
(Chr12, 66616928, 66619130, arm_region, 49+)
(Chr12, 124294638, 133263960, arm_region, 51+)
(Chr2, 164429038, 164430102, arm_region, 9+)
(Chr2, 164424616, 164429037, arm_region, 9+)
(Chr2, 160314260, 164424615, arm_region, 9+)
(Chr2, 160312000, 160314259, arm_region, 9+)
(Chr2, 160226881, 160311999, arm_region, 9+)
(Chr2, 212272127, 212290929, arm_region, 19+)
(Chr2, 212252126, 212272126, arm_region, 19+)
(Chr2, 207425735, 212252125, arm_region, 19+)
(Chr2, 207425216, 207425734, arm_region, 19+)
(Chr2, 207356480, 207425215, arm_region, 19+)
(Chr2, 207425735, 212252125, arm_region, 20+)
(Chr5, 145597540, 181472714, arm_region, 31+)
(Chr5, 145593953, 145597539, arm_region, 31+)
(Chr5, 141711292, 145593952, arm_region, 30+)
(Chr5, 141708038, 141711291, arm_region, 30+)
(Chr2, 168869481, 171280162, arm_region, 10+)
(Chr2, 175566524, 175637755, arm_region, 12+)
(Chr2, 171281437, 175561065, arm_region, 11+)
(Chr2, 171280163, 171281436, arm_region, 11+)
(Chr2, 168869481, 171280162, arm_region, 10+)
(Chr2, 168857987, 168863938, arm_region, 9+)
(Chr2, 164430103, 168857986, arm_region, 9+)
(Chr2, 164429038, 164430102, arm_region, 9+)
(Chr2, 160314260, 164424615, arm_region, 8+)
(Chr2, 160226881, 160311999, arm_region, 7+)
(Chr2, 160224560, 160226880, arm_region, 7+)
(Chr2, 94090558, 160224559, arm_region, 6+)
(Chr2, 92188146, 94090557, centromere, 6+)
(Chr2, 36668071, 92188145, arm_region, 6+)
(Chr2, 36661713, 36668070, arm_region, 6+)
(Chr2, 32135027, 36661712, arm_region, 5+)
(Chr4, 65611038, 101745254, arm_region, 27+)
(Chr4, 65606085, 65611037, arm_region, 26+)
(Chr4, 60865953, 65606084, arm_region, 26+)
(Chr4, 60309497, 60865952, arm_region, 26+)
(Chr4, 60297382, 60309496, arm_region, 26+)
(Chr4, 52044957, 60297381, arm_region, 25+)
(Chr4, 51743952, 52044956, arm_region, 25+)
(Chr4, 49708101, 51743951, centromere, 25+)
(Chr4, 10000, 49708100, arm_region, 25+)
(Chr4, 0, 9999, telomere1, 25+)
(Chr4, 101745456, 190202564, arm_region, 28+)
(Chr4, 101745255, 101745454, arm_region, 28+)
(Chr2, 32135027, 36661712, arm_region, 5+)
(Chr2, 32131514, 32135026, arm_region, 4+)
(Chr2, 28113968, 32131513, arm_region, 4+)
(Chr2, 28111898, 28113967, arm_region, 4+)
(Chr2, 193131551, 193132241, arm_region, 17+)
(Chr2, 187331705, 193131550, arm_region, 17+)
(Chr2, 24190578, 24195157, arm_region, 2+)
(Chr2, 22064, 24190577, arm_region, 2+)

23X_Cri_du_Chat_r1.1.txt
chr_bin: Chr2-no centromere, path_name: Path5, segment_chr: Chr2 
chr_bin: Chr9-no centromere, path_name: Path8, segment_chr: Chr4 Chr4 Chr4 Chr4 Chr9 Chr9 
chr_bin: Chr9-multiple centromere: Chr9 Chr4 , path_name: Path10, segment_chr: Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 
chr_bin: Chr5-no centromere, path_name: Path12, segment_chr: Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 
chr_bin: Chr5-no centromere, path_name: Path13, segment_chr: Chr5 Chr5 
(Chr2, 242181358, 242183528, arm_region, 13+)
(Chr2, 232823520, 242181357, arm_region, 13+)
(Chr2, 232819458, 232823519, arm_region, 12+)
(Chr2, 232713874, 232819457, arm_region, 12+)
(Chr2, 232823520, 242181357, arm_region, 7+)
(Chr2, 232819458, 232823519, arm_region, 7+)
(Chr5, 181308173, 181466351, arm_region, 27+)
(Chr5, 19924, 254156, arm_region, 22+)
(Chr6, 88087513, 90981966, arm_region, 36+)
(Chr6, 90981967, 90985092, arm_region, 29+)
(Chr6, 88087513, 90981966, arm_region, 29+)
(Chr6, 88086189, 88087512, arm_region, 29+)
(Chr3, 198230597, 198235558, arm_region, 20+)
(Chr3, 192459000, 198230596, arm_region, 20+)
(Chr3, 190151918, 192458999, arm_region, 19+)
(Chr3, 190133176, 190151917, arm_region, 19+)
(Chr3, 190030586, 190133175, arm_region, 19+)
(Chr4, 87201003, 87293513, arm_region, 27+)
(Chr4, 87200298, 87201002, arm_region, 27+)
(Chr4, 77986654, 87200297, arm_region, 27+)
(Chr4, 77981505, 77986653, arm_region, 27+)
(Chr4, 77917312, 77981504, arm_region, 27+)
(Chr4, 77911497, 77917311, arm_region, 27+)
(Chr9, 6077576, 6286669, arm_region, 45+)
(Chr9, 6074295, 6077575, arm_region, 45+)
(Chr9, 4659287, 6074294, arm_region, 45+)
(Chr9, 356406, 4659286, arm_region, 44+)
(Chr9, 354742, 356405, arm_region, 44+)
(Chr9, 19799, 354741, arm_region, 44+)
(Chr9, 10000, 19798, arm_region, 44+)
(Chr9, 20109222, 20180539, arm_region, 48+)
(Chr9, 20106974, 20109221, arm_region, 48+)
(Chr9, 16349658, 20106973, arm_region, 48+)
(Chr9, 16335662, 16349657, arm_region, 48+)
(Chr9, 16144121, 16335661, arm_region, 48+)
(Chr9, 16140423, 16144120, arm_region, 48+)
(Chr3, 192459000, 198230596, arm_region, 12+)
(Chr3, 190151918, 192458999, arm_region, 12+)

23X_Xp11_22_Microduplication_r2.1.txt
chr_bin: Chr1-no centromere, path_name: Path3, segment_chr: Chr1 Chr1 Chr1 Chr4 Chr4 Chr4 
chr_bin: Chr3-no centromere, path_name: Path4, segment_chr: Chr4 Chr3 Chr3 Chr3 
chr_bin: Chr3-multiple centromere: Chr3 Chr4 , path_name: Path6, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr4 Chr4 Chr4 Chr4 Chr4 
chr_bin: Chr1-multiple centromere: Chr4 Chr1 , path_name: Path7, segment_chr: Chr4 Chr4 Chr4 Chr4 Chr1 Chr1 Chr1 Chr1 Chr1 Chr1 Chr1 Chr1 
chr_bin: Chr8-multiple centromere: Chr8 Chr8 , path_name: Path19, segment_chr: Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 
chr_bin: Chr13-no centromere, path_name: Path26, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr13-no centromere, path_name: Path27, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr14-no centromere, path_name: Path28, segment_chr: Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 
chr_bin: Chr14-no centromere, path_name: Path29, segment_chr: Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 
chr_bin: Chr15-no centromere, path_name: Path30, segment_chr: Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path31, segment_chr: Chr15 Chr15 Chr15 
(Chr8, 145076126, 145078635, arm_region, 33+)
(Chr8, 143996112, 145076125, arm_region, 33+)
(Chr8, 143996112, 145076125, arm_region, 20+)
(Chr8, 143990784, 143996111, arm_region, 20+)
(Chr8, 130546304, 143990783, arm_region, 19+)
(Chr8, 129463779, 130546303, arm_region, 19+)
(Chr8, 45877266, 129463778, arm_region, 19+)
(Chr8, 44033745, 45877265, centromere, 19+)
(Chr8, 60000, 44033744, arm_region, 19+)
(Chr8, 0, 59999, telomere1, 19+)
(Chr11, 105001356, 106764583, arm_region, 48+)
(Chr11, 105001046, 105001355, arm_region, 48+)
(Chr11, 106764584, 106767492, arm_region, 31+)
(Chr11, 105001356, 106764583, arm_region, 31+)
(Chr12, 19721, 1011699, arm_region, 50+)
(Chr12, 10000, 19720, arm_region, 50+)
(Chr13, 23439265, 23596207, arm_region, 61+)
(Chr13, 23434406, 23439264, arm_region, 61+)
(Chr13, 21933187, 23434405, arm_region, 61+)
(Chr13, 21931601, 21933186, arm_region, 61+)
(Chr13, 21924646, 21931600, arm_region, 61+)
(Chr13, 23600095, 114350910, arm_region, 41+)
(Chr13, 21933187, 23434405, arm_region, 39+)
(Chr13, 21924646, 21931600, arm_region, 38+)
(Chr13, 18051249, 21924645, arm_region, 38+)
(Chr13, 16010361, 18051248, arm_region, 38+)
(Chr14, 48068786, 48281802, arm_region, 65+)
(Chr14, 48066948, 48068785, arm_region, 65+)
(Chr14, 46889629, 48066947, arm_region, 65+)
(Chr14, 46879792, 46889628, arm_region, 65+)
(Chr14, 46823219, 46879791, arm_region, 65+)
(Chr14, 46822181, 46823218, arm_region, 65+)
(Chr14, 48283965, 106860576, arm_region, 46+)
(Chr14, 48281803, 48283964, arm_region, 45+)
(Chr14, 48068786, 48281802, arm_region, 45+)
(Chr14, 46889629, 48066947, arm_region, 44+)
(Chr14, 46889629, 48066947, arm_region, 44+)
(Chr14, 46823219, 46879791, arm_region, 43+)
(Chr14, 46822181, 46823218, arm_region, 42+)
(Chr14, 18173524, 46822180, arm_region, 42+)
(Chr14, 16010361, 18173523, arm_region, 42+)
(Chr15, 65327490, 101971270, arm_region, 49+)
(Chr15, 19725255, 63988357, arm_region, 47+)
(Chr15, 17052426, 19725254, arm_region, 47+)
(Chr4, 29829703, 30373112, arm_region, 16+)
(Chr4, 176655197, 190202564, arm_region, 15+)
(Chr4, 176649933, 176655196, arm_region, 15+)
(Chr3, 26093479, 27198425, arm_region, 10+)
(Chr3, 26090262, 26093478, arm_region, 9+)
(Chr3, 10000, 26090261, arm_region, 9+)
(Chr3, 0, 9999, telomere1, 9+)
(Chr3, 93655575, 198230596, arm_region, 11+)
(Chr3, 90772459, 93655574, centromere, 11+)
(Chr3, 27198714, 90772458, arm_region, 11+)
(Chr3, 27198426, 27198713, arm_region, 11+)
(Chr3, 26093479, 27198425, arm_region, 10+)
(Chr4, 142760856, 175026643, arm_region, 13+)
(Chr4, 142758493, 142760854, arm_region, 13+)
(Chr4, 51743952, 142758492, arm_region, 12+)
(Chr4, 49708101, 51743951, centromere, 12+)
(Chr4, 30373113, 49708100, arm_region, 12+)
(Chr4, 29829703, 30373112, arm_region, 12+)
(Chr4, 10000, 29829702, arm_region, 12+)
(Chr4, 0, 9999, telomere1, 12+)
(Chr20, 5815948, 6379373, arm_region, 82+)

23Y_8q21_recurrent_microdeletion_r2.1.txt
chr_bin: Chr12-multiple centromere: Chr12 Chr12 , path_name: Path25, segment_chr: Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 
(Chr4, 82599677, 82618989, arm_region, 23+)
(Chr4, 82592658, 82599676, arm_region, 23+)
(Chr4, 80842660, 82592657, arm_region, 23+)
(Chr4, 80840909, 80842659, arm_region, 23+)
(Chr4, 80760889, 80840908, arm_region, 23+)
(Chr12, 133258009, 133265308, arm_region, 53+)
(Chr12, 131623592, 133258008, arm_region, 53+)
(Chr12, 131623592, 133258008, arm_region, 35+)
(Chr12, 131616408, 131623591, arm_region, 35+)
(Chr12, 126826250, 131616407, arm_region, 34+)
(Chr12, 125184532, 126826249, arm_region, 34+)
(Chr12, 37185253, 125184531, arm_region, 34+)
(Chr12, 34769408, 37185252, centromere, 34+)
(Chr12, 33143649, 34769407, arm_region, 34+)
(Chr12, 33132960, 33133457, arm_region, 33+)
(Chr12, 31649216, 33132959, arm_region, 33+)
(Chr12, 31574653, 31649215, arm_region, 33+)
(Chr12, 26757202, 31568275, arm_region, 32+)
(Chr12, 26753685, 26757201, arm_region, 32+)
(Chr12, 25311331, 26748693, arm_region, 31+)
(Chr12, 25302699, 25311330, arm_region, 31+)
(Chr12, 19721, 25299516, arm_region, 30+)
(Chr14, 106873283, 106883717, arm_region, 62+)
(Chr14, 105883840, 106873282, arm_region, 62+)
(Chr16, 72828922, 72932358, arm_region, 67+)
(Chr16, 72817385, 72828921, arm_region, 67+)
(Chr16, 71993632, 72817384, arm_region, 67+)
(Chr16, 71986356, 71993631, arm_region, 67+)
(Chr16, 71979655, 71986355, arm_region, 67+)
(Chr16, 72932359, 72933503, arm_region, 43+)
(Chr16, 72828922, 72932358, arm_region, 43+)
(Chr16, 71993632, 72817384, arm_region, 42+)
(Chr17, 30495338, 31183283, arm_region, 71+)

23X_1q21_recurrent_microduplication_r2.1.txt
chr_bin: Chr2-no centromere, path_name: Path5, segment_chr: Chr2 Chr2 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr13-no centromere, path_name: Path6, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr2 Chr13 Chr13 
chr_bin: Chr4-multiple centromere: Chr4 Chr4 , path_name: Path11, segment_chr: Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 
(Chr3, 17438, 920792, arm_region, 17+)
(Chr3, 10000, 17437, arm_region, 17+)
(Chr4, 14575, 1767590, arm_region, 24+)
(Chr4, 10000, 14574, arm_region, 24+)
(Chr4, 109396535, 109512825, arm_region, 29+)
(Chr4, 109394610, 109396534, arm_region, 29+)
(Chr4, 108121114, 109394609, arm_region, 29+)
(Chr4, 108107069, 108121113, arm_region, 29+)
(Chr4, 108043767, 108107068, arm_region, 29+)
(Chr4, 109512826, 190196474, arm_region, 19+)
(Chr4, 109396535, 109512825, arm_region, 19+)
(Chr4, 108121114, 109394609, arm_region, 18+)
(Chr4, 108121114, 109394609, arm_region, 18+)
(Chr4, 108043767, 108107068, arm_region, 17+)
(Chr4, 51743952, 108043766, arm_region, 17+)
(Chr4, 49708101, 51743951, centromere, 17+)
(Chr4, 34713483, 49708100, arm_region, 17+)
(Chr4, 32955892, 34713482, arm_region, 17+)
(Chr4, 1818081, 32955891, arm_region, 17+)
(Chr6, 87876916, 87877725, arm_region, 37+)
(Chr6, 86638521, 87876915, arm_region, 37+)
(Chr6, 86635944, 86638520, arm_region, 37+)
(Chr6, 86638521, 87876915, arm_region, 24+)
(Chr9, 2378516, 4098614, arm_region, 48+)
(Chr9, 4098615, 4099323, arm_region, 33+)
(Chr9, 2378516, 4098614, arm_region, 33+)
(Chr9, 2377161, 2378515, arm_region, 33+)
(Chr12, 58731327, 58735172, arm_region, 57+)
(Chr12, 58521937, 58731326, arm_region, 57+)
(Chr12, 58512893, 58521936, arm_region, 57+)
(Chr12, 57624187, 58512892, arm_region, 57+)
(Chr12, 57623414, 57624186, arm_region, 57+)
(Chr12, 57567890, 57623413, arm_region, 57+)
(Chr12, 58521937, 58731326, arm_region, 42+)
(Chr12, 57624187, 58512892, arm_region, 41+)
(Chr1, 25607464, 26954981, arm_region, 2+)
(Chr13, 98112458, 114350910, arm_region, 48+)
(Chr13, 98043780, 98112457, arm_region, 48+)
(Chr13, 96229425, 98043021, arm_region, 47+)
(Chr13, 96229425, 98043021, arm_region, 47+)
(Chr13, 96142259, 96215538, arm_region, 46+)
(Chr13, 22278214, 96142258, arm_region, 46+)
(Chr2, 57867225, 57867857, arm_region, 9+)
(Chr2, 56056559, 57867224, arm_region, 9+)
(Chr2, 56053298, 56056558, arm_region, 9+)
(Chr13, 18051249, 21066539, arm_region, 44+)
(Chr13, 16010361, 18051248, arm_region, 44+)
(Chr1, 26954982, 26958526, arm_region, 2+)
(Chr1, 25607464, 26954981, arm_region, 2+)
(Chr1, 25607030, 25607463, arm_region, 2+)
(Chr16, 23588589, 24954399, arm_region, 70+)
(Chr16, 23587435, 23588588, arm_region, 70+)
(Chr16, 24954400, 24955592, arm_region, 54+)
(Chr16, 23588589, 24954399, arm_region, 54+)

23Y_12q14_recurrent_microdeletion_r2.1.txt
chr_bin: Chr1-multiple centromere: Chr1 Chr12 , path_name: Path2, segment_chr: Chr1 Chr1 Chr1 Chr1 Chr1 Chr1 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 
chr_bin: Chr2-no centromere, path_name: Path4, segment_chr: Chr12 Chr12 Chr1 Chr2 Chr2 Chr2 
(Chr4, 91681686, 92358276, arm_region, 23+)
(Chr4, 91680816, 91681685, arm_region, 23+)
(Chr4, 91598614, 91680815, arm_region, 23+)
(Chr6, 678167, 804075, arm_region, 32+)
(Chr6, 60000, 678166, arm_region, 31+)
(Chr5, 25168766, 25169895, arm_region, 26+)
(Chr5, 25006973, 25168765, arm_region, 26+)
(Chr5, 24997609, 25006972, arm_region, 26+)
(Chr5, 23991439, 24997608, arm_region, 26+)
(Chr5, 23989636, 23991438, arm_region, 26+)
(Chr5, 23919627, 23989635, arm_region, 26+)
(Chr10, 133785267, 133787421, arm_region, 51+)
(Chr10, 131939289, 133785266, arm_region, 51+)
(Chr2, 173009994, 174838544, arm_region, 13+)
(Chr1, 164616297, 248942320, arm_region, 7+)
(Chr1, 164584054, 164616296, arm_region, 7+)
(Chr1, 163398375, 164579254, arm_region, 6+)
(Chr1, 163397551, 163398374, arm_region, 6+)
(Chr1, 163398375, 164579254, arm_region, 6+)
(Chr1, 163397551, 163398374, arm_region, 6+)
(Chr1, 125184588, 163396545, arm_region, 5+)
(Chr1, 122026460, 125184587, centromere, 5+)
(Chr1, 77372963, 122026459, arm_region, 5+)
(Chr1, 77371001, 77372962, arm_region, 5+)
(Chr12, 120080212, 121294373, arm_region, 40+)
(Chr12, 120079171, 120080211, arm_region, 40+)
(Chr12, 68292165, 120079170, arm_region, 39+)
(Chr12, 68251746, 68282927, arm_region, 38+)
(Chr12, 64678139, 68251745, arm_region, 38+)
(Chr12, 64655544, 64678138, arm_region, 38+)
(Chr12, 37185253, 64645361, arm_region, 37+)
(Chr12, 34769408, 37185252, centromere, 37+)
(Chr12, 19721, 34769407, arm_region, 37+)
(Chr12, 121295088, 133258008, arm_region, 41+)
(Chr12, 121294374, 121295087, arm_region, 41+)
(Chr12, 120080212, 121294373, arm_region, 40+)
(Chr12, 120079171, 120080211, arm_region, 40+)
(Chr1, 76355016, 76357103, arm_region, 3+)
(Chr1, 15557111, 76355015, arm_region, 3+)
(Chr1, 15553792, 15557110, arm_region, 3+)
(Chr2, 44305186, 44306675, arm_region, 9+)
(Chr2, 42730633, 44305185, arm_region, 9+)
(Chr2, 42729958, 42730632, arm_region, 8+)
(Chr2, 10000, 42729957, arm_region, 8+)
(Chr2, 0, 9999, telomere1, 8+)
(Chr2, 174838545, 174838702, arm_region, 11+)
(Chr2, 173009994, 174838544, arm_region, 11+)
(Chr2, 173008573, 173009993, arm_region, 11+)
(Chr3, 84690726, 84795930, arm_region, 16+)
(Chr3, 84689840, 84690725, arm_region, 16+)
(Chr3, 84077166, 84689839, arm_region, 16+)
(Chr3, 84074706, 84077165, arm_region, 16+)
(Chr3, 84012372, 84074705, arm_region, 16+)
(Chr18, 25669334, 25675929, arm_region, 76+)
(Chr18, 25662473, 25669333, arm_region, 76+)
(Chr18, 23906323, 25662472, arm_region, 76+)
(Chr18, 23905170, 23906322, arm_region, 76+)
(Chr18, 23906323, 25662472, arm_region, 52+)
(Chr22, 29075355, 29075880, arm_region, 86+)
(Chr22, 28073393, 29075354, arm_region, 86+)
(Chr22, 28073207, 28073392, arm_region, 86+)
(Chr22, 28073393, 29075354, arm_region, 58+)

